18:09:43,0
18:09:44,83
18:09:45,69
18:09:46,75
18:09:58,0
18:09:59,0
18:10:00,0
18:10:01,0
18:10:02,0
18:10:03,91
18:10:04,72
18:10:05,101
18:10:06,87
18:10:07,0
18:10:08,74
18:10:09,63
18:10:10,78
18:10:11,82
18:10:12,90
18:10:13,90
18:10:14,75
18:10:15,70
18:10:16,104
18:10:17,110
18:10:18,90
18:10:19,94
18:10:20,91
18:10:21,82
18:10:22,82
18:10:23,72
18:10:24,79
18:10:25,90
18:10:26,93
18:10:27,95
18:10:28,96
18:10:29,98
18:10:30,101
18:10:31,95
18:10:32,0
18:10:33,0
18:10:34,69
18:10:35,71
18:10:36,73
18:10:38,69
18:10:39,0
18:10:40,0
18:10:41,58
18:10:42,57
18:10:43,65
18:10:44,78
18:10:45,85
18:10:46,84
18:10:47,82
18:10:48,87
18:10:49,83
18:10:50,84
18:10:51,80
18:10:52,73
18:10:53,80
18:10:54,82
18:10:55,96
18:10:56,97
18:10:57,96
18:10:58,96
18:10:59,93
18:11:00,92
18:11:01,81
18:11:02,81
18:11:03,96
18:11:04,97
18:11:05,99
18:11:06,96
18:11:07,93
18:11:08,90
18:11:09,85
18:11:10,86
18:11:11,88
18:11:12,88
18:11:13,89
18:11:14,85
18:11:15,83
18:11:16,80
18:11:17,84
18:11:18,86
18:11:19,92
18:11:20,91
18:11:21,85
18:11:22,77
18:11:23,78
18:11:24,85
18:11:25,85
18:11:26,81
18:11:27,75
18:11:28,70
18:11:29,72
18:11:30,77
18:11:31,87
18:11:32,91
18:11:33,92
18:11:34,88
18:11:35,87
18:11:36,83
18:11:37,77
18:11:38,77
18:11:39,65
18:11:40,65
18:11:41,64
18:11:41,58
18:11:42,100
18:11:43,109
18:11:44,110
18:11:45,85
18:11:46,76
18:11:47,82
18:11:48,79
18:11:49,96
18:11:50,96
18:11:51,96
18:11:52,79
18:11:53,86
18:11:54,94
18:11:55,92
18:11:56,99
18:11:57,95
18:11:58,95
18:11:59,104
18:12:00,108
18:12:01,119
18:12:02,92
18:12:03,94
18:12:04,81
18:12:05,75
18:12:06,75
18:12:07,97
18:12:08,112
18:12:09,103
18:12:10,89
18:12:11,89
18:12:12,87
18:12:13,92
18:12:14,97
18:12:15,90
18:12:16,82
18:12:17,67
18:12:18,70
18:12:19,95
18:12:20,116
18:12:21,116
18:12:22,99
18:12:23,99
18:12:24,99
18:12:25,84
18:12:26,82
18:12:27,94
18:12:28,121
18:12:29,108
18:12:30,105
18:12:31,94
18:12:32,98
18:12:33,107
18:12:34,112
18:12:35,93
18:12:36,93
18:12:37,71
18:12:38,66
18:12:39,71
18:12:40,68
18:12:41,98
18:12:42,127
18:12:43,121
18:12:44,96
18:12:45,100
18:12:46,112
18:12:47,128
18:12:48,111
18:12:49,99
18:12:50,94
18:12:51,138
18:12:52,137
18:12:53,132
18:12:54,118
18:12:55,113
18:12:56,114
18:12:57,121
18:12:58,104
18:12:59,99
18:13:00,99
18:13:01,110
18:13:02,113
18:13:03,134
18:13:04,139
18:13:05,139
18:13:06,139
18:13:07,122
18:13:08,120
18:13:09,140
18:13:10,141
18:13:11,149
18:13:12,126
18:13:13,114
18:13:14,86
18:13:15,86
18:13:16,83
18:13:17,59
18:13:18,64
18:13:19,64
18:13:20,69
18:13:21,68
18:13:22,75
18:13:23,75
18:13:24,80
18:13:25,80
18:13:26,71
18:13:27,108
18:13:28,139
18:13:29,140
18:13:30,110
18:13:31,112
18:13:32,112
18:13:33,92
18:13:34,92
18:13:35,112
18:13:36,126
18:13:37,129
18:13:38,126
18:13:39,144
18:13:40,147
18:13:41,121
18:13:42,119
18:13:43,135
18:13:44,114
18:13:45,111
18:13:46,86
18:13:47,115
18:13:48,115
18:13:49,110
18:13:50,86
18:13:51,82
18:13:52,98
18:13:53,94
18:13:54,97
18:13:55,122
18:13:56,123
18:13:57,138
18:13:58,156
18:13:59,138
18:14:00,115
18:14:01,154
18:14:02,142
18:14:03,115
18:14:04,141
18:14:05,146
18:14:06,143
18:14:07,145
18:14:08,126
18:14:09,100
18:14:10,100
18:14:11,94
18:14:12,67
18:14:13,62
18:14:14,104
18:14:15,104
18:14:16,104
18:14:17,102
18:14:18,93
18:14:19,146
18:14:20,147
18:14:21,125
18:14:22,81
18:14:23,79
18:14:24,77
18:14:25,106
18:14:26,153
18:14:26,162
18:14:27,145
18:14:28,114
18:14:29,76
18:14:30,76
18:14:31,75
18:14:32,76
18:14:33,76
18:14:34,70
18:14:35,91
18:14:36,150
18:14:37,131
18:14:38,112
18:14:39,80
18:14:40,74
18:14:41,75
18:14:42,72
18:14:43,72
18:14:44,72
18:14:45,76
18:14:46,83
18:14:47,83
